Freq.	I(D1)
3.96278034255363e+004	(-1.20024707070904e+002dB,8.62173779276706e+001°)
3.97191549469363e+004	(-1.20004771164242e+002dB,8.62233566603900e+001°)
3.98107170553420e+004	(-1.19984834983455e+002dB,8.62293155202561e+001°)
3.99024902362065e+004	(-1.19964898529586e+002dB,8.62352544947149e+001°)
3.99944749761020e+004	(-1.19944961804220e+002dB,8.62411736496038e+001°)
4.00866717627225e+004	(-1.19925024808547e+002dB,8.62470729951381e+001°)
4.01790810848862e+004	(-1.19905087544403e+002dB,8.62529526304133e+001°)
4.02717034325381e+004	(-1.19885150012533e+002dB,8.62588125105441e+001°)
4.03645392967527e+004	(-1.19865212214360e+002dB,8.62646526796116e+001°)
4.04575891697364e+004	(-1.19845274151331e+002dB,8.62704731817242e+001°)
4.05508535448305e+004	(-1.19825335824902e+002dB,8.62762740720253e+001°)
4.06443329165134e+004	(-1.19805397235844e+002dB,8.62820553071200e+001°)
4.07380277804033e+004	(-1.19785458385840e+002dB,8.62878169754513e+001°)
4.08319386332613e+004	(-1.19765519276221e+002dB,8.62935591106262e+001°)
4.09260659729931e+004	(-1.19745579907862e+002dB,8.62992816811870e+001°)
4.10204102986527e+004	(-1.19725640282754e+002dB,8.63049848190355e+001°)
4.11149721104442e+004	(-1.19705700401310e+002dB,8.63106684390053e+001°)
4.12097519097250e+004	(-1.19685760265421e+002dB,8.63163326513499e+001°)
4.13047501990081e+004	(-1.19665819876135e+002dB,8.63219774581249e+001°)
4.13999674819650e+004	(-1.19645879234746e+002dB,8.63276028940243e+001°)
4.14954042634282e+004	(-1.19625938342348e+002dB,8.63332089617038e+001°)
4.15910610493941e+004	(-1.19605997200389e+002dB,8.63387957284324e+001°)
4.16869383470254e+004	(-1.19586055810113e+002dB,8.63443632185905e+001°)
4.17830366646540e+004	(-1.19566114172594e+002dB,8.63499114354965e+001°)
4.18793565117837e+004	(-1.19546172288976e+002dB,8.63554404041522e+001°)
4.19758983990926e+004	(-1.19526230160793e+002dB,8.63609501814845e+001°)
4.20726628384362e+004	(-1.19506287789061e+002dB,8.63664407927518e+001°)
4.21696503428500e+004	(-1.19486345175157e+002dB,8.63719122632694e+001°)
4.22668614265520e+004	(-1.19466402319946e+002dB,8.63773645871163e+001°)
4.23642966049458e+004	(-1.19446459224938e+002dB,8.63827978322979e+001°)
4.24619563946230e+004	(-1.19426515891355e+002dB,8.63882120352432e+001°)
4.25598413133660e+004	(-1.19406572320129e+002dB,8.63936071802044e+001°)
4.26579518801509e+004	(-1.19386628512739e+002dB,8.63989833354426e+001°)
4.27562886151503e+004	(-1.19366684470227e+002dB,8.64043405170516e+001°)
4.28548520397356e+004	(-1.19346740193581e+002dB,8.64096787206241e+001°)
4.29536426764803e+004	(-1.19326795684275e+002dB,8.64149980147219e+001°)
4.30526610491626e+004	(-1.19306850943281e+002dB,8.64202984057617e+001°)
4.31519076827681e+004	(-1.19286905971912e+002dB,8.64255799314114e+001°)
4.32513831034924e+004	(-1.19266960771276e+002dB,8.64308426192031e+001°)
4.33510878387444e+004	(-1.19247015342453e+002dB,8.64360864865785e+001°)
4.34510224171486e+004	(-1.19227069686737e+002dB,8.64413115819671e+001°)
4.35511873685483e+004	(-1.19207123805175e+002dB,8.64465179129267e+001°)
4.36515832240080e+004	(-1.19187177698933e+002dB,8.64517055077731e+001°)
4.37522105158166e+004	(-1.19167231368981e+002dB,8.64568743848861e+001°)
4.38530697774900e+004	(-1.19147284816694e+002dB,8.64620245932655e+001°)
4.39541615437738e+004	(-1.19127338043015e+002dB,8.64671561414839e+001°)
4.40554863506467e+004	(-1.19107391049269e+002dB,8.64722690686936e+001°)
4.41570447353226e+004	(-1.19087443836489e+002dB,8.64773634041417e+001°)
4.42588372362540e+004	(-1.19067496405552e+002dB,8.64824391369976e+001°)
4.43608643931345e+004	(-1.19047548757845e+002dB,8.64874963472570e+001°)
4.44631267469021e+004	(-1.19027600894343e+002dB,8.64925350144680e+001°)
4.45656248397416e+004	(-1.19007652816360e+002dB,8.64975552187553e+001°)
4.46683592150875e+004	(-1.18987704524645e+002dB,8.65025569203460e+001°)
4.47713304176275e+004	(-1.18967756020495e+002dB,8.65075401896403e+001°)
4.48745389933044e+004	(-1.18947807305075e+002dB,8.65125050571244e+001°)
4.49779854893200e+004	(-1.18927858379144e+002dB,8.65174515040205e+001°)
4.50816704541372e+004	(-1.18907909244100e+002dB,8.65223796009533e+001°)
4.51855944374834e+004	(-1.18887959901006e+002dB,8.65272893691142e+001°)
4.52897579903532e+004	(-1.18868010350638e+002dB,8.65321808005070e+001°)
4.53941616650114e+004	(-1.18848060594295e+002dB,8.65370539463938e+001°)
4.54988060149959e+004	(-1.18828110632948e+002dB,8.65419088189224e+001°)
4.56036915951206e+004	(-1.18808160467791e+002dB,8.65467454696010e+001°)
4.57088189614785e+004	(-1.18788210099677e+002dB,8.65515638914883e+001°)
4.58141886714443e+004	(-1.18768259529798e+002dB,8.65563641266902e+001°)
4.59198012836778e+004	(-1.18748308759083e+002dB,8.65611461980404e+001°)
4.60256573581265e+004	(-1.18728357788678e+002dB,8.65659101285154e+001°)
4.61317574560288e+004	(-1.18708406619468e+002dB,8.65706559317524e+001°)
4.62381021399169e+004	(-1.18688455252741e+002dB,8.65753836697768e+001°)
4.63446919736197e+004	(-1.18668503689126e+002dB,8.65800933084947e+001°)
4.64515275222658e+004	(-1.18648551930020e+002dB,8.65847849198896e+001°)
4.65586093522867e+004	(-1.18628599976266e+002dB,8.65894585088755e+001°)
4.66659380314197e+004	(-1.18608647828958e+002dB,8.65941141093363e+001°)
4.67735141287106e+004	(-1.18588695488900e+002dB,8.65987517267865e+001°)
4.68813382145173e+004	(-1.18568742957320e+002dB,8.66033714050200e+001°)
4.69894108605123e+004	(-1.18548790235182e+002dB,8.66079731594920e+001°)
4.70977326396860e+004	(-1.18528837323537e+002dB,8.66125570343307e+001°)
4.72063041263497e+004	(-1.18508884223086e+002dB,8.66171230076912e+001°)
4.73151258961387e+004	(-1.18488930935186e+002dB,8.66216711523827e+001°)
4.74241985260151e+004	(-1.18468977460590e+002dB,8.66262014565703e+001°)
4.75335225942711e+004	(-1.18449023800349e+002dB,8.66307139557665e+001°)
4.76430986805322e+004	(-1.18429069955387e+002dB,8.66352086762853e+001°)
4.77529273657596e+004	(-1.18409115926818e+002dB,8.66396856445611e+001°)
4.78630092322544e+004	(-1.18389161715350e+002dB,8.66441448594224e+001°)
4.79733448636594e+004	(-1.18369207322269e+002dB,8.66485863850095e+001°)
4.80839348449633e+004	(-1.18349252748306e+002dB,8.66530102113121e+001°)
4.81947797625032e+004	(-1.18329297994573e+002dB,8.66574163842337e+001°)
4.83058802039677e+004	(-1.18309343061741e+002dB,8.66618048852263e+001°)
4.84172367584003e+004	(-1.18289387951181e+002dB,8.66661757974218e+001°)
4.85288500162025e+004	(-1.18269432663562e+002dB,8.66705291027875e+001°)
4.86407205691365e+004	(-1.18249477199890e+002dB,8.66748648387878e+001°)
4.87528490103290e+004	(-1.18229521561022e+002dB,8.66791830064403e+001°)
4.88652359342737e+004	(-1.18209565748083e+002dB,8.66834836618589e+001°)
4.89778819368349e+004	(-1.18189609761809e+002dB,8.66877667974763e+001°)
4.90907876152506e+004	(-1.18169653603370e+002dB,8.66920324696725e+001°)
4.92039535681353e+004	(-1.18149697273352e+002dB,8.66962806533800e+001°)
4.93173803954838e+004	(-1.18129740772887e+002dB,8.67005114053939e+001°)
4.94310686986737e+004	(-1.18109784102887e+002dB,8.67047247373900e+001°)
4.95450190804692e+004	(-1.18089827264338e+002dB,8.67089206793525e+001°)
4.96592321450237e+004	(-1.18069870257914e+002dB,8.67130992345993e+001°)
4.97737084978837e+004	(-1.18049913084634e+002dB,8.67172604336105e+001°)
4.98884487459913e+004	(-1.18029955745580e+002dB,8.67214043159423e+001°)
5.00034534976879e+004	(-1.18009998241445e+002dB,8.67255308856892e+001°)
5.01187233627173e+004	(-1.17990040573079e+002dB,8.67296401472876e+001°)
5.02342589522287e+004	(-1.17970082741577e+002dB,8.67337321498771e+001°)
5.03500608787805e+004	(-1.17950124747727e+002dB,8.67378069161222e+001°)
5.04661297563428e+004	(-1.17930166592500e+002dB,8.67418644600094e+001°)
5.05824662003013e+004	(-1.17910208276607e+002dB,8.67459047959329e+001°)
5.06990708274603e+004	(-1.17890249800868e+002dB,8.67499279209554e+001°)
5.08159442560459e+004	(-1.17870291166481e+002dB,8.67539339114664e+001°)
5.09330871057094e+004	(-1.17850332374163e+002dB,8.67579227649518e+001°)
5.10504999975305e+004	(-1.17830373424704e+002dB,8.67618944793304e+001°)
5.11681835540206e+004	(-1.17810414318981e+002dB,8.67658490878178e+001°)
5.12861383991263e+004	(-1.17790455058011e+002dB,8.67697866411068e+001°)
5.14043651582324e+004	(-1.17770495642516e+002dB,8.67737071205515e+001°)
5.15228644581654e+004	(-1.17750536073410e+002dB,8.67776105599902e+001°)
5.16416369271968e+004	(-1.17730576351362e+002dB,8.67814969675684e+001°)
5.17606831950464e+004	(-1.17710616477534e+002dB,8.67853664033195e+001°)
5.18800038928857e+004	(-1.17690656452628e+002dB,8.67892188499525e+001°)
5.19995996533412e+004	(-1.17670696277422e+002dB,8.67930543336371e+001°)
5.21194711104976e+004	(-1.17650735952865e+002dB,8.67968728892378e+001°)
5.22396188999015e+004	(-1.17630775479806e+002dB,8.68006745261585e+001°)
5.23600436585646e+004	(-1.17610814858889e+002dB,8.68044592542309e+001°)
5.24807460249668e+004	(-1.17590854091072e+002dB,8.68082270920211e+001°)
5.26017266390601e+004	(-1.17570893177201e+002dB,8.68119780838447e+001°)
5.27229861422717e+004	(-1.17550932118067e+002dB,8.68157122317681e+001°)
5.28445251775075e+004	(-1.17530970914502e+002dB,8.68194295551455e+001°)
5.29663443891552e+004	(-1.17511009567439e+002dB,8.68231300903992e+001°)
5.30884444230882e+004	(-1.17491048077528e+002dB,8.68268138405508e+001°)
5.32108259266688e+004	(-1.17471086445633e+002dB,8.68304808173398e+001°)
5.33334895487514e+004	(-1.17451124672539e+002dB,8.68341310495933e+001°)
5.34564359396865e+004	(-1.17431162759164e+002dB,8.68377645746114e+001°)
5.35796657513234e+004	(-1.17411200706137e+002dB,8.68413813716186e+001°)
5.37031796370145e+004	(-1.17391238514342e+002dB,8.68449814785217e+001°)
5.38269782516180e+004	(-1.17371276184616e+002dB,8.68485649250505e+001°)
5.39510622515020e+004	(-1.17351313717779e+002dB,8.68521317245719e+001°)
5.40754322945472e+004	(-1.17331351114589e+002dB,8.68556818990428e+001°)
5.42000890401515e+004	(-1.17311388375759e+002dB,8.68592154459846e+001°)
5.43250331492324e+004	(-1.17291425502157e+002dB,8.68627324043830e+001°)
5.44502652842312e+004	(-1.17271462494547e+002dB,8.68662327887669e+001°)
5.45757861091161e+004	(-1.17251499353723e+002dB,8.68697166139633e+001°)
5.47015962893862e+004	(-1.17231536080329e+002dB,8.68731838788474e+001°)
5.48276964920744e+004	(-1.17211572675473e+002dB,8.68766346558051e+001°)
5.49540873857514e+004	(-1.17191609139566e+002dB,8.68800689117234e+001°)
5.50807696405293e+004	(-1.17171645473465e+002dB,8.68834866707667e+001°)
5.52077439280646e+004	(-1.17151681678099e+002dB,8.68868879653725e+001°)
5.53350109215625e+004	(-1.17131717754179e+002dB,8.68902728282016e+001°)
5.54625712957799e+004	(-1.17111753702343e+002dB,8.68936412357822e+001°)
5.55904257270292e+004	(-1.17091789523392e+002dB,8.68969932294380e+001°)
5.57185748931818e+004	(-1.17071825218186e+002dB,8.69003288265168e+001°)
5.58470194736718e+004	(-1.17051860787367e+002dB,8.69036480447265e+001°)
5.59757601494998e+004	(-1.17031896231766e+002dB,8.69069509019898e+001°)
5.61047976032358e+004	(-1.17011931552127e+002dB,8.69102374165367e+001°)
5.62341325190236e+004	(-1.16991966749063e+002dB,8.69135075910553e+001°)
5.63637655825841e+004	(-1.16972001823498e+002dB,8.69167614601992e+001°)
5.64936974812189e+004	(-1.16952036776028e+002dB,8.69199990193827e+001°)
5.66239289038139e+004	(-1.16932071607593e+002dB,8.69232203274080e+001°)
5.67544605408433e+004	(-1.16912106318640e+002dB,8.69264253488368e+001°)
5.68852930843727e+004	(-1.16892140910113e+002dB,8.69296141350842e+001°)
5.70164272280633e+004	(-1.16872175382639e+002dB,8.69327866828834e+001°)
5.71478636671752e+004	(-1.16852209737121e+002dB,8.69359430439848e+001°)
5.72796030985714e+004	(-1.16832243974004e+002dB,8.69390831846023e+001°)
5.74116462207212e+004	(-1.16812278094195e+002dB,8.69422071414727e+001°)
5.75439937337041e+004	(-1.16792312098501e+002dB,8.69453149669785e+001°)
5.76766463392134e+004	(-1.16772345987448e+002dB,8.69484066284892e+001°)
5.78096047405601e+004	(-1.16752379761674e+002dB,8.69514821326604e+001°)
5.79428696426764e+004	(-1.16732413422254e+002dB,8.69545415556698e+001°)
5.80764417521195e+004	(-1.16712446969574e+002dB,8.69575848661457e+001°)
5.82103217770754e+004	(-1.16692480404468e+002dB,8.69606120946017e+001°)
5.83445104273627e+004	(-1.16672513727712e+002dB,8.69636232640915e+001°)
5.84790084144362e+004	(-1.16652546939778e+002dB,8.69666183598681e+001°)
5.86138164513910e+004	(-1.16632580041690e+002dB,8.69695974512905e+001°)
5.87489352529658e+004	(-1.16612613033809e+002dB,8.69725604862689e+001°)
5.88843655355470e+004	(-1.16592645917079e+002dB,8.69755075346457e+001°)
5.90201080171725e+004	(-1.16572678692119e+002dB,8.69784385981580e+001°)
5.91561634175354e+004	(-1.16552711359654e+002dB,8.69813536864782e+001°)
5.92925324579880e+004	(-1.16532743920306e+002dB,8.69842528096718e+001°)
5.94292158615452e+004	(-1.16512776374752e+002dB,8.69871359856481e+001°)
5.95662143528890e+004	(-1.16492808723758e+002dB,8.69900032475455e+001°)
5.97035286583716e+004	(-1.16472840967943e+002dB,8.69928545689234e+001°)
5.98411595060198e+004	(-1.16452873108025e+002dB,8.69956900059988e+001°)
5.99791076255388e+004	(-1.16432905144786e+002dB,8.69985095777110e+001°)
6.01173737483156e+004	(-1.16412937078618e+002dB,8.70013132440452e+001°)
6.02559586074235e+004	(-1.16392968910458e+002dB,8.70041010766653e+001°)
6.03948629376257e+004	(-1.16373000640947e+002dB,8.70068730732654e+001°)
6.05340874753791e+004	(-1.16353032270532e+002dB,8.70096292173366e+001°)
6.06736329588382e+004	(-1.16333063800122e+002dB,8.70123695663382e+001°)
6.08135001278594e+004	(-1.16313095230384e+002dB,8.70150941263853e+001°)
6.09536897240045e+004	(-1.16293126561850e+002dB,8.70178028893956e+001°)
6.10942024905448e+004	(-1.16273157795176e+002dB,8.70204958769758e+001°)
6.12350391724649e+004	(-1.16253188931168e+002dB,8.70231731255047e+001°)
6.13762005164669e+004	(-1.16233219970386e+002dB,8.70258346279509e+001°)
6.15176872709743e+004	(-1.16213250913528e+002dB,8.70284803995064e+001°)
6.16595001861357e+004	(-1.16193281761130e+002dB,8.70311104484950e+001°)
6.18016400138290e+004	(-1.16173312513969e+002dB,8.70337248051887e+001°)
6.19441075076655e+004	(-1.16153343172741e+002dB,8.70363234856572e+001°)
6.20869034229937e+004	(-1.16133373737919e+002dB,8.70389064776100e+001°)
6.22300285169033e+004	(-1.16113404210269e+002dB,8.70414738194020e+001°)
6.23734835482292e+004	(-1.16093434590448e+002dB,8.70440255137650e+001°)
6.25172692775558e+004	(-1.16073464878980e+002dB,8.70465615639032e+001°)
6.26613864672207e+004	(-1.16053495076627e+002dB,8.70490820160799e+001°)
6.28058358813190e+004	(-1.16033525184000e+002dB,8.70515868456080e+001°)
6.29506182857069e+004	(-1.16013555201746e+002dB,8.70540760922485e+001°)
6.30957344480064e+004	(-1.15993585130397e+002dB,8.70565497463975e+001°)
6.32411851376090e+004	(-1.15973614970774e+002dB,8.70590078482733e+001°)
6.33869711256797e+004	(-1.15953644723278e+002dB,8.70614503749816e+001°)
6.35330931851614e+004	(-1.15933674388786e+002dB,8.70638773813699e+001°)
6.36795520907786e+004	(-1.15913703967691e+002dB,8.70662888383341e+001°)
6.38263486190418e+004	(-1.15893733460763e+002dB,8.70686847942493e+001°)
6.39734835482517e+004	(-1.15873762868533e+002dB,8.70710652278484e+001°)
6.41209576585030e+004	(-1.15853792191772e+002dB,8.70734301949649e+001°)
6.42687717316888e+004	(-1.15833821430943e+002dB,8.70757796681836e+001°)
6.44169265515045e+004	(-1.15813850586732e+002dB,8.70781136692000e+001°)
6.45654229034523e+004	(-1.15793879659788e+002dB,8.70804322268882e+001°)
6.47142615748451e+004	(-1.15773908650636e+002dB,8.70827353358887e+001°)
6.48634433548105e+004	(-1.15753937559959e+002dB,8.70850230188055e+001°)
6.50129690342957e+004	(-1.15733966388411e+002dB,8.70872952847788e+001°)
6.51628394060709e+004	(-1.15713995136402e+002dB,8.70895521228656e+001°)
6.53130552647338e+004	(-1.15694023804692e+002dB,8.70917935703774e+001°)
6.54636174067141e+004	(-1.15674052393928e+002dB,8.70940196443356e+001°)
6.56145266302771e+004	(-1.15654080904770e+002dB,8.70962303620590e+001°)
6.57657837355285e+004	(-1.15634109337528e+002dB,8.70984256937997e+001°)
6.59173895244186e+004	(-1.15614137693099e+002dB,8.71006056847915e+001°)
6.60693448007460e+004	(-1.15594165971955e+002dB,8.71027703399416e+001°)
6.62216503701626e+004	(-1.15574194174597e+002dB,8.71049196578252e+001°)
6.63743070401772e+004	(-1.15554222301884e+002dB,8.71070536776996e+001°)
6.65273156201604e+004	(-1.15534250354151e+002dB,8.71091723854497e+001°)
6.66806769213485e+004	(-1.15514278332187e+002dB,8.71112758075424e+001°)
6.68343917568477e+004	(-1.15494306236395e+002dB,8.71133639307405e+001°)
6.69884609416388e+004	(-1.15474334067525e+002dB,8.71154367888935e+001°)
6.71428852925814e+004	(-1.15454361826125e+002dB,8.71174943961345e+001°)
6.72976656284179e+004	(-1.15434389512691e+002dB,8.71195367404316e+001°)
6.74528027697783e+004	(-1.15414417127962e+002dB,8.71215638565407e+001°)
6.76082975391842e+004	(-1.15394444672398e+002dB,8.71235757398630e+001°)
6.77641507610535e+004	(-1.15374472146610e+002dB,8.71255723994217e+001°)
6.79203632617045e+004	(-1.15354499551289e+002dB,8.71275538642998e+001°)
6.80769358693601e+004	(-1.15334526886832e+002dB,8.71295201311071e+001°)
6.82338694141529e+004	(-1.15314554153899e+002dB,8.71314712034014e+001°)
6.83911647281288e+004	(-1.15294581353096e+002dB,8.71334070917124e+001°)
6.85488226452520e+004	(-1.15274608484971e+002dB,8.71353278329901e+001°)
6.87068440014090e+004	(-1.15254635550116e+002dB,8.71372334058578e+001°)
6.88652296344134e+004	(-1.15234662549108e+002dB,8.71391238414307e+001°)
6.90239803840100e+004	(-1.15214689482473e+002dB,8.71409991322424e+001°)
6.91830970918794e+004	(-1.15194716350752e+002dB,8.71428592907005e+001°)
6.93425806016426e+004	(-1.15174743154690e+002dB,8.71447043488006e+001°)
6.95024317588653e+004	(-1.15154769894633e+002dB,8.71465342746532e+001°)
6.96626514110625e+004	(-1.15134796571280e+002dB,8.71483491202676e+001°)
6.98232404077027e+004	(-1.15114823185193e+002dB,8.71501488801829e+001°)
6.99841996002129e+004	(-1.15094849736831e+002dB,8.71519335558656e+001°)
7.01455298419826e+004	(-1.15074876226926e+002dB,8.71537031618675e+001°)
7.03072319883688e+004	(-1.15054902655843e+002dB,8.71554577005056e+001°)
7.04693068967001e+004	(-1.15034929024316e+002dB,8.71571971997474e+001°)
7.06317554262816e+004	(-1.15014955332810e+002dB,8.71589216562798e+001°)
7.07945784383992e+004	(-1.14994981581835e+002dB,8.71606310609739e+001°)
7.09577767963242e+004	(-1.14975007771992e+002dB,8.71623254492366e+001°)
7.11213513653182e+004	(-1.14955033903963e+002dB,8.71640048315034e+001°)
7.12853030126372e+004	(-1.14935059978157e+002dB,8.71656692061562e+001°)
7.14496326075366e+004	(-1.14915085995059e+002dB,8.71673185657950e+001°)
7.16143410212754e+004	(-1.14895111955431e+002dB,8.71689529595380e+001°)
7.17794291271213e+004	(-1.14875137859711e+002dB,8.71705723620444e+001°)
7.19448978003551e+004	(-1.14855163708358e+002dB,8.71721767858794e+001°)
7.21107479182751e+004	(-1.14835189502056e+002dB,8.71737662500798e+001°)
7.22769803602021e+004	(-1.14815215241315e+002dB,8.71753407616929e+001°)
7.24435960074840e+004	(-1.14795240926677e+002dB,8.71769003281644e+001°)
7.26105957435005e+004	(-1.14775266558646e+002dB,8.71784449512146e+001°)
7.27779804536673e+004	(-1.14755292137790e+002dB,8.71799746330019e+001°)
7.29457510254418e+004	(-1.14735317664680e+002dB,8.71814894067203e+001°)
7.31139083483266e+004	(-1.14715343139791e+002dB,8.71829892569496e+001°)
7.32824533138752e+004	(-1.14695368563733e+002dB,8.71844742053710e+001°)
7.34513868156963e+004	(-1.14675393937019e+002dB,8.71859442557537e+001°)
7.36207097494583e+004	(-1.14655419260149e+002dB,8.71873993941325e+001°)
7.37904230128948e+004	(-1.14635444533669e+002dB,8.71888396736406e+001°)
7.39605275058084e+004	(-1.14615469758177e+002dB,8.71902650569015e+001°)
7.41310241300764e+004	(-1.14595494934106e+002dB,8.71916755796337e+001°)
7.43019137896547e+004	(-1.14575520062087e+002dB,8.71930712416155e+001°)
7.44731973905834e+004	(-1.14555545142620e+002dB,8.71944520431485e+001°)
7.46448758409912e+004	(-1.14535570176192e+002dB,8.71958179969692e+001°)
7.48169500510999e+004	(-1.14515595163402e+002dB,8.71971691101787e+001°)
7.49894209332300e+004	(-1.14495620104751e+002dB,8.71985054022239e+001°)
7.51622894018049e+004	(-1.14475645000729e+002dB,8.71998268631774e+001°)
7.53355563733561e+004	(-1.14455669851904e+002dB,8.72011334955051e+001°)
7.55092227665277e+004	(-1.14435694658773e+002dB,8.72024253139708e+001°)
7.56832895020817e+004	(-1.14415719421852e+002dB,8.72037023336806e+001°)
7.58577575029026e+004	(-1.14395744141776e+002dB,8.72049645465201e+001°)
7.60326276940024e+004	(-1.14375768818895e+002dB,8.72062119684954e+001°)
7.62079010025253e+004	(-1.14355793453895e+002dB,8.72074446099879e+001°)
7.63835783577532e+004	(-1.14335818047211e+002dB,8.72086624643254e+001°)
7.65596606911097e+004	(-1.14315842599370e+002dB,8.72098655544889e+001°)
7.67361489361659e+004	(-1.14295867110871e+002dB,8.72110538746731e+001°)
7.69130440286449e+004	(-1.14275891582277e+002dB,8.72122274369931e+001°)
7.70903469064269e+004	(-1.14255916014079e+002dB,8.72133862308112e+001°)
7.72680585095541e+004	(-1.14235940406802e+002dB,8.72145302922575e+001°)
7.74461797802357e+004	(-1.14215964760933e+002dB,8.72156595942593e+001°)
7.76247116628530e+004	(-1.14195989077048e+002dB,8.72167741679284e+001°)
7.78036551039642e+004	(-1.14176013355653e+002dB,8.72178740101943e+001°)
7.79830110523096e+004	(-1.14156037597199e+002dB,8.72189591299638e+001°)
7.81627804588166e+004	(-1.14136061802223e+002dB,8.72200295308149e+001°)
7.83429642766048e+004	(-1.14116085971311e+002dB,8.72210852053771e+001°)
7.85235634609908e+004	(-1.14096110104876e+002dB,8.72221261866656e+001°)
7.87045789694934e+004	(-1.14076134203519e+002dB,8.72231524568035e+001°)
7.88860117618389e+004	(-1.14056158267644e+002dB,8.72241640269115e+001°)
7.90678627999660e+004	(-1.14036182297880e+002dB,8.72251609140705e+001°)
7.92501330480306e+004	(-1.14016206294647e+002dB,8.72261431076133e+001°)
7.94328234724115e+004	(-1.13996230258449e+002dB,8.72271106199047e+001°)
7.96159350417152e+004	(-1.13976254189827e+002dB,8.72280634468653e+001°)
7.97994687267810e+004	(-1.13956278089300e+002dB,8.72290016185006e+001°)
7.99834255006861e+004	(-1.13936301957376e+002dB,8.72299251092546e+001°)
8.01678063387511e+004	(-1.13916325794549e+002dB,8.72308339499603e+001°)
8.03526122185449e+004	(-1.13896349601278e+002dB,8.72317281272519e+001°)
8.05378441198898e+004	(-1.13876373378109e+002dB,8.72326076505143e+001°)
8.07235030248669e+004	(-1.13856397125560e+002dB,8.72334725184967e+001°)
8.09095899178213e+004	(-1.13836420844064e+002dB,8.72343227470272e+001°)
8.10961057853671e+004	(-1.13816444534198e+002dB,8.72351583357347e+001°)
8.12830516163929e+004	(-1.13796468196492e+002dB,8.72359792957424e+001°)
8.14704284020669e+004	(-1.13776491831361e+002dB,8.72367856221762e+001°)
8.16582371358421e+004	(-1.13756515439316e+002dB,8.72375773161391e+001°)
8.18464788134618e+004	(-1.13736539020916e+002dB,8.72383543955629e+001°)
8.20351544329646e+004	(-1.13716562576616e+002dB,8.72391168461136e+001°)
8.22242649946899e+004	(-1.13696586106936e+002dB,8.72398646974801e+001°)
8.24138115012829e+004	(-1.13676609612293e+002dB,8.72405979254734e+001°)
8.26037949577005e+004	(-1.13656633093309e+002dB,8.72413165551759e+001°)
8.27942163712160e+004	(-1.13636656550432e+002dB,8.72420205796632e+001°)
8.29850767514248e+004	(-1.13616679984118e+002dB,8.72427100033270e+001°)
8.31763771102496e+004	(-1.13596703394949e+002dB,8.72433848363473e+001°)
8.33681184619459e+004	(-1.13576726783311e+002dB,8.72440450786719e+001°)
8.35603018231072e+004	(-1.13556750149775e+002dB,8.72446907200153e+001°)
8.37529282126707e+004	(-1.13536773494829e+002dB,8.72453217933376e+001°)
8.39459986519221e+004	(-1.13516796818934e+002dB,8.72459382573968e+001°)
8.41395141645018e+004	(-1.13496820122617e+002dB,8.72465401725726e+001°)
8.43334757764098e+004	(-1.13476843406363e+002dB,8.72471274986842e+001°)
8.45278845160112e+004	(-1.13456866670627e+002dB,8.72477002492225e+001°)
8.47227414140418e+004	(-1.13436889915954e+002dB,8.72482584380351e+001°)
8.49180475036135e+004	(-1.13416913142819e+002dB,8.72488020478447e+001°)
8.51138038202197e+004	(-1.13396936351773e+002dB,8.72493311144430e+001°)
8.53100114017410e+004	(-1.13376959543145e+002dB,8.72498456111075e+001°)
8.55066712884503e+004	(-1.13356982717557e+002dB,8.72503455430883e+001°)
8.57037845230189e+004	(-1.13337005875512e+002dB,8.72508309213428e+001°)
8.59013521505215e+004	(-1.13317029017441e+002dB,8.72513017520670e+001°)
8.60993752184419e+004	(-1.13297052143828e+002dB,8.72517580263486e+001°)
8.62978547766788e+004	(-1.13277075255173e+002dB,8.72521997565453e+001°)
8.64967918775511e+004	(-1.13257098352031e+002dB,8.72526269399222e+001°)
8.66961875758034e+004	(-1.13237121434778e+002dB,8.72530395743393e+001°)
8.68960429286118e+004	(-1.13217144504005e+002dB,8.72534376683927e+001°)
8.70963589955897e+004	(-1.13197167560152e+002dB,8.72538212311623e+001°)
8.72971368387927e+004	(-1.13177190603735e+002dB,8.72541902568017e+001°)
8.74983775227251e+004	(-1.13157213635133e+002dB,8.72545447349777e+001°)
8.77000821143449e+004	(-1.13137236655005e+002dB,8.72548846914967e+001°)
8.79022516830699e+004	(-1.13117259663721e+002dB,8.72552101068498e+001°)
8.81048873007828e+004	(-1.13097282661822e+002dB,8.72555210026879e+001°)
8.83079900418376e+004	(-1.13077305649733e+002dB,8.72558173555421e+001°)
8.85115609830648e+004	(-1.13057328627981e+002dB,8.72560991930595e+001°)
8.87156012037773e+004	(-1.13037351597073e+002dB,8.72563665079512e+001°)
8.89201117857760e+004	(-1.13017374557513e+002dB,8.72566192834796e+001°)
8.91250938133557e+004	(-1.12997397509695e+002dB,8.72568575436710e+001°)
8.93305483733106e+004	(-1.12977420454185e+002dB,8.72570812878225e+001°)
8.95364765549404e+004	(-1.12957443391418e+002dB,8.72572905108170e+001°)
8.97428794500558e+004	(-1.12937466321964e+002dB,8.72574852130382e+001°)
8.99497581529845e+004	(-1.12917489246190e+002dB,8.72576653904918e+001°)
9.01571137605766e+004	(-1.12897512164647e+002dB,8.72578310545361e+001°)
