Freq.	V(vd)
8.49180475036088e+005	(-2.09829217040390e-001dB,-1.23942824494562e+001°)
8.51138038202150e+005	(-2.10752733878015e-001dB,-1.24219680956581e+001°)
8.53100114017362e+005	(-2.11680315737449e-001dB,-1.24497116503642e+001°)
8.55066712884456e+005	(-2.12611979654809e-001dB,-1.24775132085954e+001°)
8.57037845230141e+005	(-2.13547742767587e-001dB,-1.25053728652973e+001°)
8.59013521505167e+005	(-2.14487622144502e-001dB,-1.25332907155882e+001°)
8.60993752184371e+005	(-2.15431635088452e-001dB,-1.25612668543148e+001°)
8.62978547766740e+005	(-2.16379798777191e-001dB,-1.25893013765772e+001°)
8.64967918775463e+005	(-2.17332130622938e-001dB,-1.26173943772004e+001°)
8.66961875757986e+005	(-2.18288647951009e-001dB,-1.26455459512055e+001°)
8.68960429286070e+005	(-2.19249368340321e-001dB,-1.26737561933059e+001°)
8.70963589955848e+005	(-2.20214309226579e-001dB,-1.27020251984932e+001°)
8.72971368387879e+005	(-2.21183488280471e-001dB,-1.27303530614759e+001°)
8.74983775227203e+005	(-2.22156923124363e-001dB,-1.27587398770978e+001°)
8.77000821143401e+005	(-2.23134631445870e-001dB,-1.27871857401697e+001°)
8.79022516830650e+005	(-2.24116631092432e-001dB,-1.28156907453252e+001°)
8.81048873007779e+005	(-2.25102939901490e-001dB,-1.28442549872741e+001°)
8.83079900418327e+005	(-2.26093575832839e-001dB,-1.28728785606022e+001°)
8.85115609830599e+005	(-2.27088556855543e-001dB,-1.29015615599404e+001°)
8.87156012037724e+005	(-2.28087901042451e-001dB,-1.29303040798211e+001°)
8.89201117857711e+005	(-2.29091626419487e-001dB,-1.29591062149049e+001°)
8.91250938133507e+005	(-2.30099751305265e-001dB,-1.29879680594647e+001°)
8.93305483733056e+005	(-2.31112293896361e-001dB,-1.30168897080129e+001°)
8.95364765549354e+005	(-2.32129272531489e-001dB,-1.30458712548995e+001°)
8.97428794500508e+005	(-2.33150705559720e-001dB,-1.30749127945111e+001°)
8.99497581529794e+005	(-2.34176611472531e-001dB,-1.31040144210684e+001°)
9.01571137605716e+005	(-2.35207008772094e-001dB,-1.31331762288254e+001°)
9.03649473722060e+005	(-2.36241916065617e-001dB,-1.31623983119244e+001°)
9.05732600897958e+005	(-2.37281352027827e-001dB,-1.31916807644511e+001°)
9.07820530177943e+005	(-2.38325335344689e-001dB,-1.32210236805210e+001°)
9.09913272632008e+005	(-2.39373884882926e-001dB,-1.32504271540155e+001°)
9.12010839355665e+005	(-2.40427019389152e-001dB,-1.32798912790470e+001°)
9.14113241470005e+005	(-2.41484757885090e-001dB,-1.33094161493438e+001°)
9.16220490121754e+005	(-2.42547119347942e-001dB,-1.33390018587451e+001°)
9.18332596483335e+005	(-2.43614122823429e-001dB,-1.33686485010246e+001°)
9.20449571752924e+005	(-2.44685787463531e-001dB,-1.33983561698294e+001°)
9.22571427154516e+005	(-2.45762132451475e-001dB,-1.34281249587959e+001°)
9.24698173937975e+005	(-2.46843177133387e-001dB,-1.34579549613417e+001°)
9.26829823379101e+005	(-2.47928940755491e-001dB,-1.34878462710777e+001°)
9.28966386779687e+005	(-2.49019442783565e-001dB,-1.35177989813034e+001°)
9.31107875467580e+005	(-2.50114702734030e-001dB,-1.35478131852709e+001°)
9.33254300796740e+005	(-2.51214740042810e-001dB,-1.35778889763928e+001°)
9.35405674147301e+005	(-2.52319574440777e-001dB,-1.36080264476438e+001°)
9.37562006925628e+005	(-2.53429225559868e-001dB,-1.36382256921855e+001°)
9.39723310564385e+005	(-2.54543713214639e-001dB,-1.36684868029164e+001°)
9.41889596522588e+005	(-2.55663057158658e-001dB,-1.36988098728598e+001°)
9.44060876285670e+005	(-2.56787277328368e-001dB,-1.37291949947713e+001°)
9.46237161365539e+005	(-2.57916393749464e-001dB,-1.37596422612874e+001°)
9.48418463300642e+005	(-2.59050426387216e-001dB,-1.37901517651646e+001°)
9.50604793656026e+005	(-2.60189395390152e-001dB,-1.38207235988857e+001°)
9.52796164023396e+005	(-2.61333320940339e-001dB,-1.38513578548992e+001°)
9.54992586021179e+005	(-2.62482223309728e-001dB,-1.38820546255269e+001°)
9.57194071294587e+005	(-2.63636122804153e-001dB,-1.39128140030526e+001°)
9.59400631515675e+005	(-2.64795039800934e-001dB,-1.39436360796606e+001°)
9.61612278383406e+005	(-2.65958994861209e-001dB,-1.39745209472488e+001°)
9.63829023623711e+005	(-2.67128008412180e-001dB,-1.40054686979482e+001°)
9.66050878989553e+005	(-2.68302101121261e-001dB,-1.40364794235079e+001°)
9.68277856260988e+005	(-2.69481293690510e-001dB,-1.40675532156299e+001°)
9.70509967245228e+005	(-2.70665606819482e-001dB,-1.40986901660298e+001°)
9.72747223776703e+005	(-2.71855061392164e-001dB,-1.41298903661262e+001°)
9.74989637717124e+005	(-2.73049678309002e-001dB,-1.41611539073160e+001°)
9.77237220955547e+005	(-2.74249478561755e-001dB,-1.41924808808492e+001°)
9.79489985408435e+005	(-2.75454483177646e-001dB,-1.42238713779200e+001°)
9.81747943019720e+005	(-2.76664713219561e-001dB,-1.42553254896655e+001°)
9.84011105760868e+005	(-2.77880189972692e-001dB,-1.42868433068510e+001°)
9.86279485630944e+005	(-2.79100934646241e-001dB,-1.43184249203676e+001°)
9.88553094656672e+005	(-2.80326968616013e-001dB,-1.43500704208239e+001°)
9.90831944892500e+005	(-2.81558313275396e-001dB,-1.43817798987946e+001°)
9.93116048420666e+005	(-2.82794990147322e-001dB,-1.44135534446294e+001°)
9.95405417351258e+005	(-2.84037020716767e-001dB,-1.44453911487354e+001°)
9.97700063822284e+005	(-2.85284426728844e-001dB,-1.44772931010692e+001°)
9.99999999999730e+005	(-2.86537229816542e-001dB,-1.45092593917670e+001°)
1.00230523807763e+006	(-2.87795451798746e-001dB,-1.45412901106366e+001°)
1.00461579027812e+006	(-2.89059114512856e-001dB,-1.45733853474402e+001°)
1.00693166885153e+006	(-2.90328239889360e-001dB,-1.46055451917653e+001°)
1.00925288607641e+006	(-2.91602849951949e-001dB,-1.46377697330227e+001°)
1.01157945425963e+006	(-2.92882966780456e-001dB,-1.46700590605074e+001°)
1.01391138573641e+006	(-2.94168612529595e-001dB,-1.47024132633654e+001°)
1.01624869287042e+006	(-2.95459809429090e-001dB,-1.47348324305910e+001°)
1.01859138805384e+006	(-2.96756579820939e-001dB,-1.47673166509601e+001°)
1.02093948370740e+006	(-2.98058946048135e-001dB,-1.47998660132216e+001°)
1.02329299228048e+006	(-2.99366930529114e-001dB,-1.48324806059667e+001°)
1.02565192625113e+006	(-3.00680555906272e-001dB,-1.48651605173669e+001°)
1.02801629812620e+006	(-3.01999844730652e-001dB,-1.48979058357223e+001°)
1.03038612044134e+006	(-3.03324819666218e-001dB,-1.49307166491034e+001°)
1.03276140576112e+006	(-3.04655503489932e-001dB,-1.49635930453488e+001°)
1.03514216667906e+006	(-3.05991919054761e-001dB,-1.49965351121271e+001°)
1.03752841581773e+006	(-3.07334089289816e-001dB,-1.50295429369347e+001°)
1.03992016582878e+006	(-3.08682037126408e-001dB,-1.50626166072253e+001°)
1.04231742939302e+006	(-3.10035785701865e-001dB,-1.50957562100463e+001°)
1.04472021922052e+006	(-3.11395358081942e-001dB,-1.51289618325293e+001°)
1.04712854805062e+006	(-3.12760777575577e-001dB,-1.51622335613283e+001°)
1.04954242865204e+006	(-3.14132067401954e-001dB,-1.51955714832105e+001°)
1.05196187382294e+006	(-3.15509250968120e-001dB,-1.52289756845592e+001°)
1.05438689639097e+006	(-3.16892351739592e-001dB,-1.52624462516023e+001°)
1.05681750921337e+006	(-3.18281393185082e-001dB,-1.52959832705100e+001°)
1.05925372517700e+006	(-3.19676398979852e-001dB,-1.53295868270265e+001°)
1.06169555719844e+006	(-3.21077392747185e-001dB,-1.53632570069338e+001°)
1.06414301822403e+006	(-3.22484398298595e-001dB,-1.53969938956155e+001°)
1.06659612122997e+006	(-3.23897439430846e-001dB,-1.54307975784221e+001°)
1.06905487922237e+006	(-3.25316540092173e-001dB,-1.54646681403673e+001°)
1.07151930523731e+006	(-3.26741724253227e-001dB,-1.54986056663599e+001°)
1.07398941234095e+006	(-3.28173015962559e-001dB,-1.55326102411016e+001°)
1.07646521362954e+006	(-3.29610439438839e-001dB,-1.55666819489146e+001°)
1.07894672222954e+006	(-3.31054018812973e-001dB,-1.56008208742127e+001°)
1.08143395129764e+006	(-3.32503778441461e-001dB,-1.56350271009238e+001°)
1.08392691402091e+006	(-3.33959742740617e-001dB,-1.56693007127913e+001°)
1.08642562361677e+006	(-3.35421936131490e-001dB,-1.57036417934743e+001°)
1.08893009333314e+006	(-3.36890383132065e-001dB,-1.57380504263754e+001°)
1.09144033644846e+006	(-3.38365108394091e-001dB,-1.57725266945690e+001°)
1.09395636627180e+006	(-3.39846136666332e-001dB,-1.58070706808670e+001°)
1.09647819614289e+006	(-3.41333492592497e-001dB,-1.58416824681934e+001°)
1.09900583943222e+006	(-3.42827201134138e-001dB,-1.58763621387933e+001°)
1.10153930954111e+006	(-3.44327287184709e-001dB,-1.59111097749502e+001°)
1.10407861990177e+006	(-3.45833775771829e-001dB,-1.59459254586062e+001°)
1.10662378397736e+006	(-3.47346691947190e-001dB,-1.59808092715660e+001°)
1.10917481526210e+006	(-3.48866060951808e-001dB,-1.60157612951824e+001°)
1.11173172728129e+006	(-3.50391907995897e-001dB,-1.60507816107699e+001°)
1.11429453359143e+006	(-3.51924258442428e-001dB,-1.60858702992549e+001°)
1.11686324778026e+006	(-3.53463137605544e-001dB,-1.61210274415558e+001°)
1.11943788346685e+006	(-3.55008571062242e-001dB,-1.61562531179881e+001°)
1.12201845430166e+006	(-3.56560584377472e-001dB,-1.61915474087841e+001°)
1.12460497396662e+006	(-3.58119203177604e-001dB,-1.62269103939511e+001°)
1.12719745617520e+006	(-3.59684453150530e-001dB,-1.62623421532697e+001°)
1.12979591467249e+006	(-3.61256360210386e-001dB,-1.62978427659729e+001°)
1.13240036323525e+006	(-3.62834950168255e-001dB,-1.63334123113777e+001°)
1.13501081567201e+006	(-3.64420248970173e-001dB,-1.63690508684251e+001°)
1.13762728582312e+006	(-3.66012282715365e-001dB,-1.64047585156403e+001°)
1.14024978756086e+006	(-3.67611077546609e-001dB,-1.64405353313428e+001°)
1.14287833478946e+006	(-3.69216659595587e-001dB,-1.64763813937503e+001°)
1.14551294144522e+006	(-3.70829055256875e-001dB,-1.65122967804426e+001°)
1.14815362149657e+006	(-3.72448290786321e-001dB,-1.65482815691419e+001°)
1.15080038894412e+006	(-3.74074392702707e-001dB,-1.65843358369262e+001°)
1.15345325782078e+006	(-3.75707387532259e-001dB,-1.66204596607251e+001°)
1.15611224219178e+006	(-3.77347301863515e-001dB,-1.66566531172107e+001°)
1.15877735615481e+006	(-3.78994162402049e-001dB,-1.66929162826868e+001°)
1.16144861384002e+006	(-3.80647995934056e-001dB,-1.67292492331576e+001°)
1.16412602941017e+006	(-3.82308829271787e-001dB,-1.67656520444335e+001°)
1.16680961706064e+006	(-3.83976689362876e-001dB,-1.68021247919112e+001°)
1.16949939101955e+006	(-3.85651603253919e-001dB,-1.68386675506430e+001°)
1.17219536554781e+006	(-3.87333598017744e-001dB,-1.68752803954787e+001°)
1.17489755493921e+006	(-3.89022700826276e-001dB,-1.69119634009179e+001°)
1.17760597352049e+006	(-3.90718938914198e-001dB,-1.69487166411799e+001°)
1.18032063565141e+006	(-3.92422339669835e-001dB,-1.69855401900176e+001°)
1.18304155572484e+006	(-3.94132930489827e-001dB,-1.70224341210073e+001°)
1.18576874816684e+006	(-3.95850738833747e-001dB,-1.70593985074360e+001°)
1.18850222743669e+006	(-3.97575792333000e-001dB,-1.70964334220785e+001°)
1.19124200802705e+006	(-3.99308118681893e-001dB,-1.71335389374135e+001°)
1.19398810446395e+006	(-4.01047745510842e-001dB,-1.71707151258798e+001°)
1.19674053130692e+006	(-4.02794700712775e-001dB,-1.72079620592095e+001°)
1.19949930314905e+006	(-4.04549012243603e-001dB,-1.72452798088299e+001°)
1.20226443461708e+006	(-4.06310708013675e-001dB,-1.72826684460830e+001°)
1.20503594037147e+006	(-4.08079816087088e-001dB,-1.73201280418158e+001°)
1.20781383510645e+006	(-4.09856364663485e-001dB,-1.73576586664131e+001°)
1.21059813355015e+006	(-4.11640381987550e-001dB,-1.73952603899801e+001°)
1.21338885046464e+006	(-4.13431896294902e-001dB,-1.74329332824521e+001°)
1.21618600064603e+006	(-4.15230936029059e-001dB,-1.74706774131435e+001°)
1.21898959892453e+006	(-4.17037529642559e-001dB,-1.75084928511551e+001°)
1.22179966016454e+006	(-4.18851705723478e-001dB,-1.75463796651089e+001°)
1.22461619926471e+006	(-4.20673492887069e-001dB,-1.75843379233705e+001°)
1.22743923115807e+006	(-4.22502919848016e-001dB,-1.76223676938954e+001°)
1.23026877081204e+006	(-4.24340015402374e-001dB,-1.76604690442636e+001°)
1.23310483322857e+006	(-4.26184808463613e-001dB,-1.76986420416004e+001°)
1.23594743344417e+006	(-4.28037327954470e-001dB,-1.77368867528005e+001°)
1.23879658653003e+006	(-4.29897602987132e-001dB,-1.77752032441456e+001°)
1.24165230759207e+006	(-4.31765662593071e-001dB,-1.78135915818710e+001°)
1.24451461177104e+006	(-4.33641536047160e-001dB,-1.78520518314778e+001°)
1.24738351424260e+006	(-4.35525252615593e-001dB,-1.78905840582624e+001°)
1.25025903021738e+006	(-4.37416841663910e-001dB,-1.79291883270847e+001°)
1.25314117494107e+006	(-4.39316332656924e-001dB,-1.79678647023651e+001°)
1.25602996369453e+006	(-4.41223755086862e-001dB,-1.80066132482338e+001°)
1.25892541179382e+006	(-4.43139138652931e-001dB,-1.80454340281439e+001°)
1.26182753459032e+006	(-4.45062512973978e-001dB,-1.80843271054833e+001°)
1.26473634747080e+006	(-4.46993907875736e-001dB,-1.81232925429550e+001°)
1.26765186585750e+006	(-4.48933353139589e-001dB,-1.81623304031150e+001°)
1.27057410520819e+006	(-4.50880878789470e-001dB,-1.82014407477489e+001°)
1.27350308101631e+006	(-4.52836514804941e-001dB,-1.82406236384886e+001°)
1.27643880881099e+006	(-4.54800291264645e-001dB,-1.82798791364997e+001°)
1.27938130415717e+006	(-4.56772238417788e-001dB,-1.83192073023207e+001°)
1.28233058265567e+006	(-4.58752386487182e-001dB,-1.83586081962892e+001°)
1.28528665994326e+006	(-4.60740765812442e-001dB,-1.83980818782265e+001°)
1.28824955169278e+006	(-4.62737406814133e-001dB,-1.84376284075120e+001°)
1.29121927361318e+006	(-4.64742340029441e-001dB,-1.84772478430015e+001°)
1.29419584144963e+006	(-4.66755596004922e-001dB,-1.85169402432590e+001°)
1.29717927098360e+006	(-4.68777205439369e-001dB,-1.85567056662391e+001°)
1.30016957803293e+006	(-4.70807199058743e-001dB,-1.85965441695592e+001°)
1.30316677845194e+006	(-4.72845607741022e-001dB,-1.86364558102192e+001°)
1.30617088813148e+006	(-4.74892462337794e-001dB,-1.86764406449941e+001°)
1.30918192299904e+006	(-4.76947793870347e-001dB,-1.87164987299948e+001°)
1.31219989901884e+006	(-4.79011633351387e-001dB,-1.87566301210617e+001°)
1.31522483219187e+006	(-4.81084012034262e-001dB,-1.87968348732034e+001°)
1.31825673855604e+006	(-4.83164961092411e-001dB,-1.88371130413107e+001°)
1.32129563418621e+006	(-4.85254511832964e-001dB,-1.88774646796748e+001°)
1.32434153519430e+006	(-4.87352695678771e-001dB,-1.89178898420233e+001°)
1.32739445772937e+006	(-4.89459544061692e-001dB,-1.89583885817569e+001°)
1.33045441797772e+006	(-4.91575088529173e-001dB,-1.89989609517058e+001°)
1.33352143216295e+006	(-4.93699360744075e-001dB,-1.90396070041254e+001°)
1.33659551654607e+006	(-4.95832392466763e-001dB,-1.90803267907319e+001°)
1.33967668742556e+006	(-4.97974215377745e-001dB,-1.91211203631046e+001°)
1.34276496113749e+006	(-5.00124861449960e-001dB,-1.91619877718321e+001°)
1.34586035405558e+006	(-5.02284362576336e-001dB,-1.92029290673588e+001°)
1.34896288259128e+006	(-5.04452750782455e-001dB,-1.92439442994958e+001°)
1.35207256319390e+006	(-5.06630058243989e-001dB,-1.92850335173752e+001°)
1.35518941235066e+006	(-5.08816317056597e-001dB,-1.93261967699765e+001°)
1.35831344658678e+006	(-5.11011559554265e-001dB,-1.93674341053889e+001°)
1.36144468246557e+006	(-5.13215818061545e-001dB,-1.94087455713793e+001°)
1.36458313658855e+006	(-5.15429124981911e-001dB,-1.94501312151844e+001°)
1.36772882559547e+006	(-5.17651512903504e-001dB,-1.94915910832601e+001°)
1.37088176616447e+006	(-5.19883014316580e-001dB,-1.95331252219360e+001°)
1.37404197501213e+006	(-5.22123661948723e-001dB,-1.95747336766297e+001°)
1.37720946889356e+006	(-5.24373488500060e-001dB,-1.96164164924613e+001°)
1.38038426460250e+006	(-5.26632526766643e-001dB,-1.96581737139611e+001°)
1.38356637897140e+006	(-5.28900809745861e-001dB,-1.97000053848167e+001°)
1.38675582887150e+006	(-5.31178370301786e-001dB,-1.97419115486572e+001°)
1.38995263121297e+006	(-5.33465241552338e-001dB,-1.97838922481367e+001°)
1.39315680294492e+006	(-5.35761456605110e-001dB,-1.98259475255536e+001°)
1.39636836105555e+006	(-5.38067048680384e-001dB,-1.98680774225555e+001°)
1.39958732257223e+006	(-5.40382051023122e-001dB,-1.99102819803447e+001°)
1.40281370456157e+006	(-5.42706497060825e-001dB,-1.99525612392970e+001°)
1.40604752412952e+006	(-5.45040420210242e-001dB,-1.99949152394193e+001°)
1.40928879842148e+006	(-5.47383853965035e-001dB,-2.00373440201363e+001°)
1.41253754462236e+006	(-5.49736831913148e-001dB,-2.00798476202447e+001°)
1.41579377995669e+006	(-5.52099387789082e-001dB,-2.01224260777825e+001°)
1.41905752168870e+006	(-5.54471555246112e-001dB,-2.01650794305740e+001°)
1.42232878712242e+006	(-5.56853368153772e-001dB,-2.02078077155081e+001°)
1.42560759360179e+006	(-5.59244860474971e-001dB,-2.02506109688293e+001°)
1.42889395851070e+006	(-5.61646066038700e-001dB,-2.02934892266869e+001°)
1.43218789927314e+006	(-5.64057019011730e-001dB,-2.03364425239837e+001°)
1.43548943335326e+006	(-5.66477753496433e-001dB,-2.03794708953501e+001°)
1.43879857825544e+006	(-5.68908303670467e-001dB,-2.04225743747999e+001°)
1.44211535152447e+006	(-5.71348703838853e-001dB,-2.04657529955988e+001°)
1.44543977074552e+006	(-5.73798988329119e-001dB,-2.05090067905164e+001°)
1.44877185354436e+006	(-5.76259191543464e-001dB,-2.05523357916947e+001°)
1.45211161758734e+006	(-5.78729348010740e-001dB,-2.05957400305150e+001°)
1.45545908058156e+006	(-5.81209492316536e-001dB,-2.06392195377656e+001°)
1.45881426027494e+006	(-5.83699659103005e-001dB,-2.06827743436382e+001°)
1.46217717445631e+006	(-5.86199883086069e-001dB,-2.07264044776812e+001°)
1.46554784095550e+006	(-5.88710199089892e-001dB,-2.07701099687090e+001°)
1.46892627764346e+006	(-5.91230641907784e-001dB,-2.08138908451453e+001°)
1.47231250243231e+006	(-5.93761246562317e-001dB,-2.08577471343681e+001°)
1.47570653327548e+006	(-5.96302047992750e-001dB,-2.09016788634875e+001°)
1.47910838816779e+006	(-5.98853081349627e-001dB,-2.09456860586028e+001°)
1.48251808514554e+006	(-6.01414381769141e-001dB,-2.09897687453641e+001°)
1.48593564228659e+006	(-6.03985984476914e-001dB,-2.10339269487077e+001°)
1.48936107771050e+006	(-6.06567924787690e-001dB,-2.10781606928515e+001°)
1.49279440957858e+006	(-6.09160238087755e-001dB,-2.11224700013348e+001°)
1.49623565609401e+006	(-6.11762959748353e-001dB,-2.11668548972350e+001°)
1.49968483550195e+006	(-6.14376125401735e-001dB,-2.12113154024586e+001°)
1.50314196608960e+006	(-6.16999770578212e-001dB,-2.12558515386625e+001°)
1.50660706618632e+006	(-6.19633930930428e-001dB,-2.13004633266776e+001°)
1.51008015416373e+006	(-6.22278642198479e-001dB,-2.13451507865928e+001°)
1.51356124843578e+006	(-6.24933940175155e-001dB,-2.13899139378390e+001°)
1.51705036745891e+006	(-6.27599860705707e-001dB,-2.14347527991864e+001°)
1.52054752973207e+006	(-6.30276439773570e-001dB,-2.14796673885171e+001°)
1.52405275379686e+006	(-6.32963713362402e-001dB,-2.15246577231777e+001°)
1.52756605823764e+006	(-6.35661717559024e-001dB,-2.15697238197082e+001°)
1.53108746168160e+006	(-6.38370488518692e-001dB,-2.16148656939266e+001°)
1.53461698279886e+006	(-6.41090062413339e-001dB,-2.16600833610603e+001°)
1.53815464030260e+006	(-6.43820475568537e-001dB,-2.17053768353830e+001°)
1.54170045294913e+006	(-6.46561764257379e-001dB,-2.17507461307498e+001°)
1.54525443953798e+006	(-6.49313965008631e-001dB,-2.17961912597831e+001°)
1.54881661891205e+006	(-6.52077114229502e-001dB,-2.18417122348599e+001°)
1.55238700995765e+006	(-6.54851248462317e-001dB,-2.18873090674318e+001°)
1.55596563160464e+006	(-6.57636404366895e-001dB,-2.19329817680656e+001°)
1.55955250282652e+006	(-6.60432618617609e-001dB,-2.19787303467104e+001°)
1.56314764264051e+006	(-6.63239927903207e-001dB,-2.20245548126954e+001°)
1.56675107010771e+006	(-6.66058369097139e-001dB,-2.20704551742703e+001°)
1.57036280433311e+006	(-6.68887979052344e-001dB,-2.21164314391474e+001°)
1.57398286446578e+006	(-6.71728794703352e-001dB,-2.21624836142249e+001°)
1.57761126969891e+006	(-6.74580853048846e-001dB,-2.22086117056285e+001°)
1.58124803926994e+006	(-6.77444191236320e-001dB,-2.22548157184774e+001°)
1.58489319246067e+006	(-6.80318846272548e-001dB,-2.23010956576611e+001°)
1.58854674859733e+006	(-6.83204855448437e-001dB,-2.23474515266876e+001°)
1.59220872705072e+006	(-6.86102255998513e-001dB,-2.23938833285977e+001°)
1.59587914723628e+006	(-6.89011085185703e-001dB,-2.24403910657329e+001°)
1.59955802861422e+006	(-6.91931380470584e-001dB,-2.24869747392686e+001°)
1.60324539068959e+006	(-6.94863179324215e-001dB,-2.25336343497179e+001°)
1.60694125301242e+006	(-6.97806519126343e-001dB,-2.25803698972070e+001°)
1.61064563517782e+006	(-7.00761437503838e-001dB,-2.26271813805445e+001°)
1.61435855682603e+006	(-7.03727972160600e-001dB,-2.26740687976792e+001°)
1.61808003764261e+006	(-7.06706160674422e-001dB,-2.27210321462557e+001°)
1.62181009735847e+006	(-7.09696040817909e-001dB,-2.27680714227268e+001°)
1.62554875575003e+006	(-7.12697650405794e-001dB,-2.28151866227676e+001°)
1.62929603263926e+006	(-7.15711027328288e-001dB,-2.28623777411785e+001°)
1.63305194789387e+006	(-7.18736209483213e-001dB,-2.29096447720683e+001°)
1.63681652142735e+006	(-7.21773234843081e-001dB,-2.29569877086639e+001°)
1.64058977319908e+006	(-7.24822141454596e-001dB,-2.30044065433053e+001°)
1.64437172321447e+006	(-7.27882967404544e-001dB,-2.30519012675364e+001°)
1.64816239152504e+006	(-7.30955750852991e-001dB,-2.30994718720064e+001°)
1.65196179822855e+006	(-7.34040529999214e-001dB,-2.31471183465604e+001°)
1.65576996346906e+006	(-7.37137343098080e-001dB,-2.31948406801887e+001°)
1.65958690743709e+006	(-7.40246228493093e-001dB,-2.32426388609274e+001°)
1.66341265036970e+006	(-7.43367224515342e-001dB,-2.32905128761398e+001°)
1.66724721255059e+006	(-7.46500369633884e-001dB,-2.33384627120848e+001°)
1.67109061431024e+006	(-7.49645702321182e-001dB,-2.33864883542931e+001°)
1.67494287602596e+006	(-7.52803261086226e-001dB,-2.34345897874686e+001°)
1.67880401812209e+006	(-7.55973084507525e-001dB,-2.34827669953898e+001°)
1.68267406106999e+006	(-7.59155211265918e-001dB,-2.35310199608087e+001°)
1.68655302538826e+006	(-7.62349680060542e-001dB,-2.35793486656871e+001°)
1.69044093164279e+006	(-7.65556529541775e-001dB,-2.36277530913850e+001°)
1.69433780044685e+006	(-7.68775798577546e-001dB,-2.36762332178885e+001°)
1.69824365246126e+006	(-7.72007525985982e-001dB,-2.37247890245745e+001°)
1.70215850839447e+006	(-7.75251750684907e-001dB,-2.37734204897738e+001°)
1.70608238900264e+006	(-7.78508511608061e-001dB,-2.38221275910085e+001°)
1.71001531508980e+006	(-7.81777847737922e-001dB,-2.38709103048917e+001°)
1.71395730750794e+006	(-7.85059798088578e-001dB,-2.39197686071725e+001°)
1.71790838715710e+006	(-7.88354401738421e-001dB,-2.39687024726353e+001°)
1.72186857498552e+006	(-7.91661697879235e-001dB,-2.40177118749494e+001°)
1.72583789198971e+006	(-7.94981725649893e-001dB,-2.40667967871517e+001°)
1.72981635921461e+006	(-7.98314524301578e-001dB,-2.41159571811566e+001°)
1.73380399775365e+006	(-8.01660133097816e-001dB,-2.41651930280440e+001°)
1.73780082874888e+006	(-8.05018591314060e-001dB,-2.42145042980570e+001°)
1.74180687339112e+006	(-8.08389938385753e-001dB,-2.42638909601567e+001°)
1.74582215292001e+006	(-8.11774213643522e-001dB,-2.43133529828023e+001°)
1.74984668862416e+006	(-8.15171456593239e-001dB,-2.43628903331142e+001°)
1.75388050184126e+006	(-8.18581706684484e-001dB,-2.44125029775574e+001°)
1.75792361395819e+006	(-8.22005003491287e-001dB,-2.44621908813967e+001°)
1.76197604641113e+006	(-8.25441386546851e-001dB,-2.45119540091860e+001°)
1.76603782068566e+006	(-8.28890895491102e-001dB,-2.45617923243207e+001°)
1.77010895831692e+006	(-8.32353569938551e-001dB,-2.46117057894292e+001°)
1.77418948088966e+006	(-8.35829449641928e-001dB,-2.46616943658742e+001°)
1.77827941003842e+006	(-8.39318574310957e-001dB,-2.47117580142940e+001°)
1.78237876744758e+006	(-8.42820983710307e-001dB,-2.47618966943017e+001°)
1.78648757485154e+006	(-8.46336717658909e-001dB,-2.48121103644814e+001°)
1.79060585403478e+006	(-8.49865815996575e-001dB,-2.48623989824842e+001°)
1.79473362683202e+006	(-8.53408318616110e-001dB,-2.49127625049248e+001°)
1.79887091512828e+006	(-8.56964265446299e-001dB,-2.49632008874276e+001°)
1.80301774085906e+006	(-8.60533696418660e-001dB,-2.50137140847238e+001°)
1.80717412601041e+006	(-8.64116651548392e-001dB,-2.50643020503972e+001°)
1.81134009261909e+006	(-8.67713170884707e-001dB,-2.51149647370305e+001°)
1.81551566277262e+006	(-8.71323294412584e-001dB,-2.51657020965042e+001°)
1.81970085860947e+006	(-8.74947062280033e-001dB,-2.52165140792889e+001°)
1.82389570231912e+006	(-8.78584514569584e-001dB,-2.52674006351464e+001°)
1.82810021614222e+006	(-8.82235691460246e-001dB,-2.53183617126220e+001°)
1.83231442237069e+006	(-8.85900633177955e-001dB,-2.53693972591921e+001°)
1.83653834334782e+006	(-8.89579379865256e-001dB,-2.54205072216666e+001°)
1.84077200146843e+006	(-8.93271971840016e-001dB,-2.54716915453740e+001°)
1.84501541917895e+006	(-8.96978449286931e-001dB,-2.55229501751228e+001°)
1.84926861897755e+006	(-9.00698852596757e-001dB,-2.55742830541306e+001°)
1.85353162341428e+006	(-9.04433222074342e-001dB,-2.56256901249359e+001°)
1.85780445509117e+006	(-9.08181598019034e-001dB,-2.56771713291419e+001°)
1.86208713666234e+006	(-9.11944020885248e-001dB,-2.57287266069015e+001°)
1.86637969083414e+006	(-9.15720531055815e-001dB,-2.57803558976293e+001°)
1.87068214036527e+006	(-9.19511168970368e-001dB,-2.58320591395895e+001°)
1.87499450806688e+006	(-9.23315975060201e-001dB,-2.58838362700976e+001°)
1.87931681680273e+006	(-9.27134989811907e-001dB,-2.59356872253123e+001°)
1.88364908948926e+006	(-9.30968253734430e-001dB,-2.59876119403339e+001°)
1.88799134909575e+006	(-9.34815807374355e-001dB,-2.60396103491503e+001°)
1.89234361864444e+006	(-9.38677691251046e-001dB,-2.60916823848399e+001°)
